0.000000000000000000e+00	1.467127539217472076e-02	3.018882870674133301e-02	2.802217379212379456e-02	9.440509602427482605e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.758079707622528076e-01	9.728429913520812988e-01	1.000000000000000000e+00	4.413703978061676025e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	6.644459906965494156e-03	3.282500803470611572e-02	3.977711498737335205e-02	2.342832274734973907e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.021373048424720764e-01	2.335578203201293945e-01	2.281633019447326660e-01	8.911383897066116333e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.864652663469314575e-02	5.880666524171829224e-02	4.451867192983627319e-02	4.152233246713876724e-03	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00
4.643990844488143921e-02	1.828602105379104614e-01	1.466435641050338745e-01	2.473054826259613037e-02	6.144068669527769089e-03	2.121475845342501998e-04	1.651501224841922522e-04	2.595991082489490509e-02	6.158863008022308350e-02	6.480617076158523560e-02	7.094568014144897461e-02	7.396913319826126099e-02	5.873523280024528503e-02	1.421457529067993164e-02	9.352564811706542969e-03	2.948913350701332092e-02	3.238321468234062195e-02	1.782657578587532043e-02	0.000000000000000000e+00	1.155678066425025463e-03	3.392954170703887939e-02	4.808512702584266663e-02	5.069886520504951477e-02	7.201201319694519043e-01	1.000000000000000000e+00	6.953505873680114746e-01	0.000000000000000000e+00	8.094512741081416607e-04	1.418642466887831688e-03	1.355645246803760529e-03	1.025779079645872116e-02	1.600266247987747192e-02	3.684961050748825073e-02	4.837401211261749268e-02	4.213049635291099548e-02	3.556527569890022278e-02	4.742062091827392578e-02	4.360223561525344849e-02	1.505191251635551453e-02	2.019304229179397225e-04	3.969586454331874847e-03	5.453091114759445190e-03	2.251566760241985321e-02	1.808341294527053833e-01	2.374117374420166016e-01	1.558532714843750000e-01	1.963170943781733513e-03	1.225691754370927811e-03	1.180888935923576355e-01
9.287981688976287842e-02	2.422615736722946167e-01	1.147641539573669434e-01	4.121113568544387817e-02	5.996575206518173218e-02	4.459068179130554199e-02	8.687210269272327423e-03	1.366830524057149887e-02	1.885763183236122131e-02	1.975610852241516113e-02	2.194751054048538208e-02	3.439851850271224976e-02	4.226379841566085815e-02	3.112979419529438019e-02	1.456461194902658463e-02	2.677763113752007484e-03	9.725445881485939026e-03	1.107609365135431290e-02	3.102172613143920898e-01	9.048773050308227539e-01	1.000000000000000000e+00	5.098530650138854980e-01	2.559482306241989136e-02	1.562828896567225456e-03	7.395294960588216782e-04	0.000000000000000000e+00	1.702036242932081223e-04	6.062237080186605453e-03	3.244347125291824341e-02	4.071408137679100037e-02	4.552599042654037476e-02	3.266029432415962219e-02	3.693008422851562500e-02	2.166355773806571960e-02	1.392766740173101425e-02	5.093769356608390808e-02	7.433602213859558105e-02	5.539181455969810486e-02	8.846390992403030396e-02	2.159681618213653564e-01	2.236627191305160522e-01	1.003387123346328735e-01	2.701696241274476051e-03	2.319411840289831161e-03	3.461194410920143127e-02	4.771028831601142883e-02	3.286060318350791931e-02	8.820598572492599487e-02	2.329114675521850586e-01
1.393197327852249146e-01	1.479097604751586914e-01	1.267070174217224121e-01	3.128100931644439697e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.073646271834149957e-04	1.555125927552580833e-03	5.024204775691032410e-02	7.200581580400466919e-02	5.169693008065223694e-02	2.507964381948113441e-03	0.000000000000000000e+00	1.569809501233976334e-05	1.409562682965770364e-04	1.659351587295532227e-02	3.073015995323657990e-02	2.701253257691860199e-02	7.609721273183822632e-03	2.123008668422698975e-02	3.531063720583915710e-02	2.896490879356861115e-02	9.904866106808185577e-03	4.451594352722167969e-01	1.000000000000000000e+00	9.691810011863708496e-01	3.748622238636016846e-01	3.126897499896585941e-04	1.330262515693902969e-03	1.568585750646889210e-03	8.880526875145733356e-04	1.347498735412955284e-03	1.612768881022930145e-02	4.258978739380836487e-02	4.410336539149284363e-02	2.351140230894088745e-02	9.257342666387557983e-03	1.070974674075841904e-02	5.888527259230613708e-03	2.881457097828388214e-03	4.587856121361255646e-03	3.739602165296673775e-03	1.705895527265965939e-03	1.179596409201622009e-01	2.388944029808044434e-01	2.203063964843750000e-01	7.367106527090072632e-02	8.275447040796279907e-02
1.857596337795257568e-01	1.453285515308380127e-01	1.236824244260787964e-01	2.958480454981327057e-02	9.421844966709613800e-03	4.633768985513597727e-04	4.672725219279527664e-03	6.190027575939893723e-03	5.069543607532978058e-03	3.783837854862213135e-01	9.746325612068176270e-01	1.000000000000000000e+00	4.405489265918731689e-01	6.794846151024103165e-03	1.017222087830305099e-02	8.346391841769218445e-03	7.796929683536291122e-03	9.474977850914001465e-03	1.324225496500730515e-02	3.547364473342895508e-02	6.354260444641113281e-02	5.438917502760887146e-02	2.064844779670238495e-02	8.896717801690101624e-03	2.014108374714851379e-02	1.986471936106681824e-02	8.673237636685371399e-03	1.019965391606092453e-03	5.249008536338806152e-04	1.017150431871414185e-01	2.325921952724456787e-01	2.272199839353561401e-01	9.135812520980834961e-02	8.873114362359046936e-03	2.752391807734966278e-02	3.083389066159725189e-02	2.000294253230094910e-02	2.632733201608061790e-03	1.308449194766581059e-03	4.286499752197414637e-04	3.013572422787547112e-03	3.833184484392404556e-03	4.089412093162536621e-02	6.135223805904388428e-02	5.001078546047210693e-02	9.539920836687088013e-03	2.229673787951469421e-03	5.370744038373231888e-04	9.150690585374832153e-02
2.321995496749877930e-01	2.097447514533996582e-01	1.382774263620376587e-01	2.405388513579964638e-03	4.169127438217401505e-03	3.625623416155576706e-03	7.914851419627666473e-03	5.227579176425933838e-02	6.678166985511779785e-02	4.716213047504425049e-02	8.696868084371089935e-03	8.356096222996711731e-03	3.120436565950512886e-03	9.162602364085614681e-04	1.747933588922023773e-02	3.071705624461174011e-02	2.681891620159149170e-02	7.210615091025829315e-03	1.970905438065528870e-02	7.390659302473068237e-02	1.157621145248413086e-01	8.980575948953628540e-02	5.095106959342956543e-01	1.000000000000000000e+00	9.347966909408569336e-01	3.220019936561584473e-01	6.218924536369740963e-04	1.360834809020161629e-03	3.370455000549554825e-03	3.524916479364037514e-03	2.236421918496489525e-03	1.107606291770935059e-02	3.946163132786750793e-02	4.896333068609237671e-02	4.615359753370285034e-02	4.317005723714828491e-02	3.896426036953926086e-02	1.604673825204372406e-02	5.572408437728881836e-03	1.715483888983726501e-02	2.227696590125560760e-02	1.434954721480607986e-02	1.288887113332748413e-01	2.388453781604766846e-01	2.171948850154876709e-01	6.831454485654830933e-02	4.816309083253145218e-03	1.419091504067182541e-02	1.583464145660400391e-01
2.786394655704498291e-01	2.268712520599365234e-01	1.374153792858123779e-01	0.000000000000000000e+00	1.078802533447742462e-02	4.438544809818267822e-02	5.206199735403060913e-02	2.924132905900478363e-02	1.155850244686007500e-03	8.900009095668792725e-03	1.195588521659374237e-02	8.110562339425086975e-03	1.994827389717102051e-02	3.291158005595207214e-02	3.103773482143878937e-02	1.108480058610439301e-02	3.996302839368581772e-03	0.000000000000000000e+00	0.000000000000000000e+00	1.354871038347482681e-02	6.133345365524291992e-01	1.000000000000000000e+00	8.011190891265869141e-01	1.467261314392089844e-01	5.567746120505034924e-04	2.240798785351216793e-04	0.000000000000000000e+00	0.000000000000000000e+00	2.147225168300792575e-04	1.585563458502292633e-02	3.444955125451087952e-02	3.286338597536087036e-02	1.828069612383842468e-02	1.334106177091598511e-02	1.361070293933153152e-02	5.907377693802118301e-03	4.504579585045576096e-03	1.283088605850934982e-02	1.442429888993501663e-02	1.006814837455749512e-02	1.497433334589004517e-01	2.297873944044113159e-01	1.752251237630844116e-01	2.051834948360919952e-02	0.000000000000000000e+00	3.288957668701186776e-05	8.525425801053643227e-04	3.370934352278709412e-02	1.842350363731384277e-01
3.250793516635894775e-01	3.611478805541992188e-01	4.150090813636779785e-01	2.675292789936065674e-01	7.602236419916152954e-02	4.112533107399940491e-02	1.672583282925188541e-03	6.633657962083816528e-03	7.844624109566211700e-03	6.575225852429866791e-03	3.334917128086090088e-02	4.610329121351242065e-02	3.430996462702751160e-02	1.817337796092033386e-02	2.223970927298069000e-02	1.701304130256175995e-02	5.397754721343517303e-03	4.813736304640769958e-03	6.034512519836425781e-01	1.000000000000000000e+00	8.443024754524230957e-01	2.359899133443832397e-01	9.303584694862365723e-02	4.517991840839385986e-02	7.385904435068368912e-03	1.585164666175842285e-02	1.678156293928623199e-02	3.019834868609905243e-02	5.032107606530189514e-02	4.979317635297775269e-02	4.425748065114021301e-02	8.271612226963043213e-02	9.377839416265487671e-02	6.626073271036148071e-02	3.025301545858383179e-02	4.749798774719238281e-02	3.773203492164611816e-02	2.259502001106739044e-02	1.528348475694656372e-01	2.359978109598159790e-01	1.880661994218826294e-01	3.494824841618537903e-02	1.361345592886209488e-02	4.602600820362567902e-03	1.982597867026925087e-03	5.326895043253898621e-03	5.948198027908802032e-03	4.264264367520809174e-03	1.146171167492866516e-01
3.715192675590515137e-01	2.216016203165054321e-01	1.277906894683837891e-01	1.786753855412825942e-04	1.111477497033774853e-03	2.250976627692580223e-03	9.163016453385353088e-03	2.980085089802742004e-02	6.134765595197677612e-02	6.374802440404891968e-02	3.600239008665084839e-02	9.111731313169002533e-03	2.970564365386962891e-02	7.120066136121749878e-02	8.223079890012741089e-02	6.841450184583663940e-02	3.983689844608306885e-02	2.029325067996978760e-02	0.000000000000000000e+00	1.511235255748033524e-02	4.859653860330581665e-02	5.422851070761680603e-02	2.955402620136737823e-02	6.445669531822204590e-01	1.000000000000000000e+00	7.702615857124328613e-01	9.174060076475143433e-02	1.818808959797024727e-03	1.605689525604248047e-03	4.519788199104368687e-04	0.000000000000000000e+00	1.062559895217418671e-03	3.238173574209213257e-02	6.559928506612777710e-02	8.830909430980682373e-02	8.302817493677139282e-02	5.998953804373741150e-02	2.267700433731079102e-02	0.000000000000000000e+00	1.997094834223389626e-03	5.907429847866296768e-03	6.357272155582904816e-03	3.083110786974430084e-03	1.613991856575012207e-01	2.370205372571945190e-01	1.757163107395172119e-01	1.266005542129278183e-02	4.446519911289215088e-02	1.867815405130386353e-01
4.179591834545135498e-01	7.634810209274291992e-01	7.425017356872558594e-01	6.853940486907958984e-01	5.876163840293884277e-01	4.507563710212707520e-01	4.596647322177886963e-01	4.100650250911712646e-01	3.743522167205810547e-01	2.366488873958587646e-01	1.461593061685562134e-01	9.807464480400085449e-02	1.233180388808250427e-01	1.668125838041305542e-01	2.159592658281326294e-01	2.640965580940246582e-01	2.414535284042358398e-01	3.272826373577117920e-01	3.516029417514801025e-01	3.301697373390197754e-01	2.221486121416091919e-01	6.035541892051696777e-01	1.000000000000000000e+00	9.240713119506835938e-01	4.615774452686309814e-01	2.082367688417434692e-01	1.981716901063919067e-01	1.512021571397781372e-01	1.340878307819366455e-01	1.257699280977249146e-01	1.301183104515075684e-01	1.395012140274047852e-01	1.303587853908538818e-01	1.541556715965270996e-01	1.802640557289123535e-01	1.705567091703414917e-01	1.157879158854484558e-01	1.136647239327430725e-01	1.671355664730072021e-01	2.689452767372131348e-01	3.300068378448486328e-01	4.557803869247436523e-01	5.288292169570922852e-01	6.198021769523620605e-01	6.097334623336791992e-01	6.849080324172973633e-01	6.063620448112487793e-01	6.591707468032836914e-01	6.868228912353515625e-01
