0.000000000000000000e+00	1.467127539217472076e-02	2.802217379212379456e-02	0.000000000000000000e+00	0.000000000000000000e+00	3.758079707622528076e-01	1.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	3.282500803470611572e-02	2.342832274734973907e-02	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	1.021373048424720764e-01	2.281633019447326660e-01	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	0.000000000000000000e+00	5.880666524171829224e-02	4.152233246713876724e-03	0.000000000000000000e+00
4.643990844488143921e-02	2.539301514625549316e-01	3.434225544333457947e-02	2.946002932731062174e-04	3.604941815137863159e-02	8.999355882406234741e-02	1.027177646756172180e-01	1.973917335271835327e-02	4.095029830932617188e-02	2.475500479340553284e-02	1.604840741492807865e-03	6.677375733852386475e-02	1.000000000000000000e+00	9.656036496162414551e-01	1.124050351791083813e-03	1.882526557892560959e-03	2.222221344709396362e-02	6.717492640018463135e-02	4.938797652721405029e-02	6.054855883121490479e-02	2.804121468216180801e-04	7.572474423795938492e-03	2.511166334152221680e-01	2.164267599582672119e-01	1.702065812423825264e-03
9.287981688976287842e-02	2.677286565303802490e-01	4.554334282875061035e-02	4.927815496921539307e-02	1.510514691472053528e-02	2.183291316032409668e-02	3.801456466317176819e-02	3.440222516655921936e-02	2.959255361929535866e-03	1.224043685942888260e-02	1.000000000000000000e+00	5.634499192237854004e-01	1.727116876281797886e-03	0.000000000000000000e+00	6.699513178318738937e-03	4.499403759837150574e-02	3.609361499547958374e-02	2.394087798893451691e-02	5.629237741231918335e-02	6.121472269296646118e-02	2.386712133884429932e-01	1.108865365386009216e-01	2.563233720138669014e-03	5.272569879889488220e-02	9.747839719057083130e-02
1.393197327852249146e-01	1.479097604751586914e-01	3.128100931644439697e-02	0.000000000000000000e+00	1.073646271834149957e-04	5.024204775691032410e-02	5.169693008065223694e-02	0.000000000000000000e+00	1.409562682965770364e-04	3.073015995323657990e-02	7.609721273183822632e-03	3.531063720583915710e-02	9.904866106808185577e-03	1.000000000000000000e+00	3.748622238636016846e-01	1.330262515693902969e-03	8.880526875145733356e-04	1.612768881022930145e-02	4.410336539149284363e-02	9.257342666387557983e-03	5.888527259230613708e-03	4.587856121361255646e-03	1.705895527265965939e-03	2.388944029808044434e-01	7.367106527090072632e-02
1.857596337795257568e-01	1.453285515308380127e-01	2.958480454981327057e-02	4.633768985513597727e-04	6.190027575939893723e-03	3.783837854862213135e-01	1.000000000000000000e+00	6.794846151024103165e-03	8.346391841769218445e-03	9.474977850914001465e-03	3.547364473342895508e-02	5.438917502760887146e-02	8.896717801690101624e-03	1.986471936106681824e-02	1.019965391606092453e-03	1.017150431871414185e-01	2.272199839353561401e-01	8.873114362359046936e-03	3.083389066159725189e-02	2.632733201608061790e-03	4.286499752197414637e-04	3.833184484392404556e-03	6.135223805904388428e-02	9.539920836687088013e-03	5.370744038373231888e-04
2.321995496749877930e-01	2.097447514533996582e-01	2.405388513579964638e-03	3.625623416155576706e-03	5.227579176425933838e-02	4.716213047504425049e-02	8.356096222996711731e-03	9.162602364085614681e-04	3.071705624461174011e-02	7.210615091025829315e-03	7.390659302473068237e-02	8.980575948953628540e-02	1.000000000000000000e+00	3.220019936561584473e-01	1.360834809020161629e-03	3.524916479364037514e-03	1.107606291770935059e-02	4.896333068609237671e-02	4.317005723714828491e-02	1.604673825204372406e-02	1.715483888983726501e-02	1.434954721480607986e-02	2.388453781604766846e-01	6.831454485654830933e-02	1.419091504067182541e-02
2.786394655704498291e-01	2.268712520599365234e-01	0.000000000000000000e+00	4.438544809818267822e-02	2.924132905900478363e-02	8.900009095668792725e-03	8.110562339425086975e-03	3.291158005595207214e-02	1.108480058610439301e-02	0.000000000000000000e+00	1.354871038347482681e-02	1.000000000000000000e+00	1.467261314392089844e-01	2.240798785351216793e-04	0.000000000000000000e+00	1.585563458502292633e-02	3.286338597536087036e-02	1.334106177091598511e-02	5.907377693802118301e-03	1.283088605850934982e-02	1.006814837455749512e-02	2.297873944044113159e-01	2.051834948360919952e-02	3.288957668701186776e-05	3.370934352278709412e-02
3.250793516635894775e-01	3.611478805541992188e-01	2.675292789936065674e-01	4.112533107399940491e-02	6.633657962083816528e-03	6.575225852429866791e-03	4.610329121351242065e-02	1.817337796092033386e-02	1.701304130256175995e-02	4.813736304640769958e-03	1.000000000000000000e+00	2.359899133443832397e-01	4.517991840839385986e-02	1.585164666175842285e-02	3.019834868609905243e-02	4.979317635297775269e-02	8.271612226963043213e-02	6.626073271036148071e-02	4.749798774719238281e-02	2.259502001106739044e-02	2.359978109598159790e-01	3.494824841618537903e-02	4.602600820362567902e-03	5.326895043253898621e-03	4.264264367520809174e-03
3.715192675590515137e-01	2.876965701580047607e-01	2.319671475561335683e-04	2.922353334724903107e-03	3.868925943970680237e-02	8.276153355836868286e-02	1.182939857244491577e-02	9.243699163198471069e-02	8.881983160972595215e-02	2.634591981768608093e-02	1.961976662278175354e-02	7.040271908044815063e-02	8.368156552314758301e-01	1.000000000000000000e+00	2.361287362873554230e-03	5.867861327715218067e-04	1.379479304887354374e-03	8.516494929790496826e-02	1.077921837568283081e-01	2.944065257906913757e-02	2.592748729512095451e-03	8.253393694758415222e-03	2.095381468534469604e-01	2.281255125999450684e-01	5.772740021347999573e-02
4.179591834545135498e-01	7.896501421928405762e-01	7.102810740470886230e-01	4.662825465202331543e-01	4.265578389167785645e-01	2.448269724845886230e-01	1.018509790301322937e-01	1.744952797889709473e-01	2.756750583648681641e-01	3.456066846847534180e-01	3.500045835971832275e-01	6.465174555778503418e-01	1.000000000000000000e+00	2.159215509891510010e-01	1.568305045366287231e-01	1.302823871374130249e-01	1.462386250495910645e-01	1.611825972795486450e-01	1.766196638345718384e-01	1.192512363195419312e-01	2.807852625846862793e-01	4.772275686264038086e-01	6.533942222595214844e-01	7.102759480476379395e-01	6.813050508499145508e-01
