51.420513	54.569589	kimseye
54.569589	58.393495	etmem
54.569589	58.393495	etmem

65.567441	66.474551	ben
66.474551	70.214681	halime
72.230877	75.253821	kimseye
75.253821	79.044072	etmem
75.253821	79.044072	etmem

86.177468	86.967052	ben
86.967052	91.429674	halime
92.917809	95.911437	titrerim
95.911437	99.857040	mücrin
99.857040	101.589726	gibi
99.857040	101.589726	gibi
106.423273	111.144959	istikbalime
113.570797	116.466450	titrerim
116.466450	120.293249	mücrin
120.293249	122.408191	gibi
120.293249	122.408191	gibi
126.765365	131.702672	istikbalime
134.043264	137.047307	perdei
137.047307	140.815090	zulmet
137.047307	140.815090	zulmet

148.029730	153.406766	ikbalime
154.664237	157.530961	perdei
157.530961	161.439148	zulmet
157.530961	161.439148	zulmet

168.627559	173.799388	ikbalime
175.184920	178.217893	titrerim
178.217893	181.776226	mücrin
181.776226	183.945555	gibi
181.776226	183.945555	gibi
188.392217	193.172148	istikbalime
195.443695	198.391808	titrerim
198.391808	202.151876	mücrin
202.151876	203.864504	gibi
202.151876	203.864504	gibi
208.934502	216.260231	istikbalime
