0.251456	14.552859	aranagme
14.552859	22.235020	zemin
22.235020	30.126120	zemin
30.126120	37.920038	nakarat
37.920038	45.655648	nakarat2
45.655648	53.527312	meyan
53.527312	61.709954	meyan2
61.709954	69.581618	nakarat
69.581618	77.108289	nakarat2
77.108289	93.352098	aranagme
93.352098	101.612486	zemin
101.612486	109.761115	zemin
109.761115	117.938899	nakarat
117.938899	125.922321	nakarat2
125.922321	134.051514	meyan
134.051514	142.373854	meyan2
142.373854	150.572289	nakarat
150.572289	158.580006	nakarat2
158.580006	166.782085	nakarat
166.782085	172.904490	nakarat2
