0.000000000000000000e+00	1.000000000000000000e+00	9.169539809226989746e-02	7.818720489740371704e-02	2.873219363391399384e-02	5.876317620277404785e-02	5.289161950349807739e-02	6.090382114052772522e-02	1.251844912767410278e-01	1.616748124361038208e-01	6.584661453962326050e-02	2.379711717367172241e-01	5.543287098407745361e-02	4.356584697961807251e-02	1.003511771559715271e-01	6.421193480491638184e-01	4.924621805548667908e-02	6.195617094635963440e-02	6.029452010989189148e-02	9.354139119386672974e-02	6.607780605554580688e-02	6.010432913899421692e-02	1.773252338171005249e-01	2.462484389543533325e-01	1.404596567153930664e-01
4.643990844488143921e-02	1.000000000000000000e+00	1.001743879169225693e-02	1.700000464916229248e-02	1.600255444645881653e-02	5.082628503441810608e-02	4.017774760723114014e-02	4.620216041803359985e-02	7.773922383785247803e-02	1.370408833026885986e-01	1.117778867483139038e-01	2.193488180637359619e-01	1.179420296102762222e-02	1.984591782093048096e-02	8.244176208972930908e-02	6.331424713134765625e-01	2.205528691411018372e-02	6.240174919366836548e-02	2.760336548089981079e-02	5.153211578726768494e-02	6.243509799242019653e-02	5.552399158477783203e-02	8.006895892322063446e-03	2.316077426075935364e-02	3.997080922126770020e-01
9.287981688976287842e-02	1.000000000000000000e+00	1.133954152464866638e-02	6.390247028321027756e-03	1.049926131963729858e-02	4.663753136992454529e-02	3.943392634391784668e-02	4.553131386637687683e-02	8.858367055654525757e-02	1.598350554704666138e-01	8.499129861593246460e-02	2.171500027179718018e-01	9.794458746910095215e-03	1.753487437963485718e-02	5.809629335999488831e-02	6.479884982109069824e-01	1.414107251912355423e-02	5.661344155669212341e-02	3.183424845337867737e-02	5.594867467880249023e-02	5.404935032129287720e-02	5.088634788990020752e-02	1.175907906144857407e-02	8.350312709808349609e-03	2.814666032791137695e-01
1.393197327852249146e-01	1.000000000000000000e+00	3.483997192233800888e-03	7.875672308728098869e-04	3.395750885829329491e-03	4.617629572749137878e-02	4.224314913153648376e-02	3.929586708545684814e-02	9.563750028610229492e-02	1.837216019630432129e-01	8.056581765413284302e-02	2.123973071575164795e-01	1.977962208911776543e-03	1.028525643050670624e-02	4.691303521394729614e-02	5.869731307029724121e-01	8.477682247757911682e-03	5.028443783521652222e-02	2.827351726591587067e-02	5.539367347955703735e-02	6.503867357969284058e-02	6.558671593666076660e-02	6.021664943546056747e-03	4.797272384166717529e-03	2.904536426067352295e-01
1.857596337795257568e-01	1.000000000000000000e+00	4.133539739996194839e-03	4.975637421011924744e-04	4.209340550005435944e-03	4.690772294998168945e-02	4.553784057497978210e-02	3.875685483217239380e-02	1.183286607265472412e-01	2.436802685260772705e-01	6.759144365787506104e-02	2.127193510532379150e-01	2.003754721954464912e-03	1.260992139577865601e-02	4.207049310207366943e-02	5.480539798736572266e-01	1.127644814550876617e-02	4.942370951175689697e-02	3.733994066715240479e-02	6.790995597839355469e-02	6.869600713253021240e-02	7.319441437721252441e-02	2.093802904710173607e-03	1.645144773647189140e-03	2.366689294576644897e-01
2.321995496749877930e-01	1.000000000000000000e+00	4.513124469667673111e-03	2.405255218036472797e-04	4.354154225438833237e-03	4.781866073608398438e-02	4.782896861433982849e-02	4.394808039069175720e-02	1.230092421174049377e-01	2.603457570075988770e-01	7.559511810541152954e-02	2.112615257501602173e-01	2.096595475450158119e-03	1.392110064625740051e-02	5.813106521964073181e-02	5.760490298271179199e-01	1.286432892084121704e-02	5.010706558823585510e-02	3.672229871153831482e-02	7.255765050649642944e-02	8.400701731443405151e-02	8.867502212524414062e-02	4.035105928778648376e-03	5.431375466287136078e-03	2.729859948158264160e-01
2.786394655704498291e-01	1.000000000000000000e+00	5.189874675124883652e-03	1.323248434346169233e-04	4.475330002605915070e-03	4.807667061686515808e-02	5.090998858213424683e-02	4.084442183375358582e-02	1.252623051404953003e-01	2.681335210800170898e-01	7.360991835594177246e-02	2.137060463428497314e-01	2.347726142033934593e-03	1.502163801342248917e-02	4.173319786787033081e-02	4.703396856784820557e-01	1.456800475716590881e-02	5.145001411437988281e-02	3.881064057350158691e-02	7.165468484163284302e-02	9.123565256595611572e-02	1.011646017432212830e-01	2.153890207409858704e-03	2.828512107953429222e-03	2.607106864452362061e-01
3.250793516635894775e-01	1.000000000000000000e+00	6.143574602901935577e-03	3.331123443786054850e-04	3.530287416651844978e-03	4.193234816193580627e-02	4.648879915475845337e-02	3.221644833683967590e-02	1.001076996326446533e-01	2.114154398441314697e-01	6.957279145717620850e-02	2.180387377738952637e-01	2.200341550633311272e-03	1.239525992423295975e-02	2.964971028268337250e-02	3.399556279182434082e-01	1.304360013455152512e-02	5.262223631143569946e-02	3.409221768379211426e-02	5.580997839570045471e-02	8.007676154375076294e-02	9.288958460092544556e-02	1.384653849527239799e-03	9.053623070940375328e-04	2.436681240797042847e-01
3.715192675590515137e-01	1.000000000000000000e+00	3.232523566111922264e-03	1.875952584668993950e-04	3.086254466325044632e-03	3.885678201913833618e-02	4.076118022203445435e-02	2.325621433556079865e-02	8.232499659061431885e-02	1.768592745065689087e-01	7.543307542800903320e-02	2.211341857910156250e-01	1.525792060419917107e-03	1.011251937597990036e-02	1.452652364969253540e-02	2.247953861951828003e-01	9.986747987568378448e-03	5.441690981388092041e-02	2.913606166839599609e-02	4.509381949901580811e-02	6.561306118965148926e-02	8.084101974964141846e-02	7.203815621323883533e-04	4.517084453254938126e-03	2.651159167289733887e-01
4.179591834545135498e-01	1.000000000000000000e+00	2.889650641009211540e-03	4.272515070624649525e-04	3.013916080817580223e-03	3.793053328990936279e-02	4.034294933080673218e-02	1.935789361596107483e-02	7.913912832736968994e-02	1.726695597171783447e-01	7.736671715974807739e-02	2.231741100549697876e-01	1.521427766419947147e-03	1.006841380149126053e-02	1.070179510861635208e-02	1.433973908424377441e-01	9.047427214682102203e-03	5.552492663264274597e-02	2.870704792439937592e-02	4.223149642348289490e-02	6.499164551496505737e-02	8.230999112129211426e-02	1.317119458690285683e-03	2.417645417153835297e-03	2.717084884643554688e-01
4.643990993499755859e-01	1.000000000000000000e+00	2.332695294171571732e-03	2.605684276204556227e-04	2.151128603145480156e-03	3.517866879701614380e-02	3.699154779314994812e-02	1.328839734196662903e-02	5.634161457419395447e-02	1.269472688436508179e-01	7.995007932186126709e-02	2.257494777441024780e-01	1.318952883593738079e-03	7.768531795591115952e-03	2.845519687980413437e-03	6.013358384370803833e-02	8.422642014920711517e-03	5.669615417718887329e-02	2.292250655591487885e-02	2.985718846321105957e-02	5.538967251777648926e-02	7.491962611675262451e-02	2.500469563528895378e-03	4.360260907560586929e-03	2.814370989799499512e-01
5.108389854431152344e-01	1.000000000000000000e+00	3.790549933910369873e-03	1.219038851559162140e-03	2.515231491997838020e-03	3.389449045062065125e-02	3.700416907668113708e-02	1.427376829087734222e-02	4.743969440460205078e-02	1.030175536870956421e-01	7.610857486724853516e-02	2.379656583070755005e-01	1.587309874594211578e-03	7.188498508185148239e-03	2.984473714604973793e-03	6.799503415822982788e-02	1.441102568060159683e-02	5.635121464729309082e-02	2.341960556805133820e-02	2.806108631193637848e-02	5.498165637254714966e-02	7.751101255416870117e-02	2.706520725041627884e-03	2.632749034091830254e-03	2.566087245941162109e-01
5.572789311408996582e-01	1.000000000000000000e+00	5.496677383780479431e-02	4.554495681077241898e-03	3.570559620857238770e-02	2.963958308100700378e-02	4.528265446424484253e-02	7.357788830995559692e-02	3.285637870430946350e-02	6.758183240890502930e-02	8.538431674242019653e-02	2.204164862632751465e-01	2.261683158576488495e-02	3.420643741264939308e-03	2.599478699266910553e-02	8.171659111976623535e-01	2.588756978511810303e-01	5.369909107685089111e-02	8.044230751693248749e-03	3.503130376338958740e-02	6.095761060714721680e-02	4.861295223236083984e-02	4.259387031197547913e-03	4.517576657235622406e-03	2.183063626289367676e-01
6.037188172340393066e-01	1.000000000000000000e+00	9.634795715101063251e-04	4.518334288150072098e-03	1.105160359293222427e-02	2.912192419171333313e-02	2.893327921628952026e-02	6.788054853677749634e-02	2.144817635416984558e-02	1.005010120570659637e-02	1.127862036228179932e-01	2.255412787199020386e-01	4.235001397319138050e-04	1.353870029561221600e-04	2.236225157976150513e-01	8.716965317726135254e-01	4.403041675686836243e-03	5.535191670060157776e-02	1.874104142189025879e-03	2.634589001536369324e-02	3.874342143535614014e-02	2.684844657778739929e-02	4.592514783143997192e-02	4.423414170742034912e-02	4.282487332820892334e-01
6.501587033271789551e-01	1.000000000000000000e+00	1.329409889876842499e-02	2.108814008533954620e-02	1.523767318576574326e-02	8.535110205411911011e-02	1.645050197839736938e-02	1.320060193538665771e-01	1.366192549467086792e-01	2.902432577684521675e-03	1.298961788415908813e-01	2.137757390737533569e-01	1.487765554338693619e-02	2.093204669654369354e-02	5.065904930233955383e-02	8.229759931564331055e-01	1.475502736866474152e-02	7.420138269662857056e-02	3.668442741036415100e-02	2.431713603436946869e-02	4.252532497048377991e-02	4.956831037998199463e-02	7.430946920067071915e-03	6.878344342112541199e-03	4.895673096179962158e-01
6.965986490249633789e-01	1.000000000000000000e+00	1.380601525306701660e-02	3.393795341253280640e-02	2.179062217473983765e-01	2.056966423988342285e-01	1.006886437535285950e-01	5.671799182891845703e-01	1.025901641696691513e-02	1.952468305826187134e-01	1.828308403491973877e-01	3.811681866645812988e-01	2.400246113538742065e-01	9.074381589889526367e-01	4.321045279502868652e-01	4.591239094734191895e-01	2.370932884514331818e-02	2.444106936454772949e-01	2.669987380504608154e-01	2.366881221532821655e-01	8.654260635375976562e-02	9.281124174594879150e-02	6.568291783332824707e-02	2.469863146543502808e-01	1.652006059885025024e-01
7.430385351181030273e-01	2.175527513027191162e-01	1.123490463942289352e-02	2.810443192720413208e-02	1.784932315349578857e-01	7.247813045978546143e-02	2.225205004215240479e-01	2.373568564653396606e-01	2.200474590063095093e-02	1.080924347043037415e-01	1.126923039555549622e-01	1.251449137926101685e-01	4.887516200542449951e-01	1.000000000000000000e+00	5.980595201253890991e-02	5.335720628499984741e-02	5.402314662933349609e-02	9.354764968156814575e-02	2.207042463123798370e-02	2.361487038433551788e-02	3.746730387210845947e-01	2.892732322216033936e-01	1.262643635272979736e-01	2.342490553855895996e-01	2.208531647920608521e-01
7.894784808158874512e-01	7.138622999191284180e-01	5.260949730873107910e-01	2.667184360325336456e-02	4.723063707351684570e-01	4.014847278594970703e-01	1.954716742038726807e-01	8.208786249160766602e-01	7.866106033325195312e-01	1.040603965520858765e-01	4.942549020051956177e-02	1.682153344154357910e-01	6.697441339492797852e-01	1.000000000000000000e+00	1.163549125194549561e-01	9.353324025869369507e-02	8.776605129241943359e-02	2.603260278701782227e-01	2.263009697198867798e-01	1.413026358932256699e-02	2.224997580051422119e-01	1.597696095705032349e-01	1.560384780168533325e-01	2.457331717014312744e-01	1.536937654018402100e-01
