0.000000	16.183139	aranagme
16.183139	32.124411	aranagme
32.124411	40.237968	zemin
40.237968	48.395501	zemin
48.395501	56.421107	nakarat
56.421107	64.358761	nakarat2
64.358761	72.582258	meyan
72.582258	82.344913	meyan2
82.344913	90.480458	nakarat
90.480458	98.440100	nakarat2
98.440100	114.073540	aranagme
114.073540	129.948847	aranagme
129.948847	136.594709	zemin
136.594709	145.912107	zemin
145.912107	153.849761	nakarat
153.849761	161.721451	nakarat2
161.721451	169.813020	meyan
169.813020	179.545441	meyan2
179.545441	187.760693	nakarat
187.760693	195.604898	nakarat2
